iter	RMSE
199	93.41222202
200	93.24641333
201	93.19146163
202	93.06386661
203	92.96100797
204	92.87752762
205	92.68669222
206	92.53002216
207	92.31048377
208	92.2733222
209	92.13976902
210	92.06912028
211	92.03486788
212	91.74060615
213	91.57116104
214	91.41990512
215	91.36787839
216	91.16283495
217	90.79882442
218	90.6657832
219	90.57167697
220	90.42553835
221	90.36855996
222	90.21839396
223	90.06620746
224	89.96585357
225	89.8995525
226	89.76436457
227	89.5024525
228	89.40679539
229	89.22486919
230	88.95143351
231	88.90199226
232	88.83536206
233	88.71923441
234	88.54248888
235	88.45571952
236	88.33495423
237	88.20081716
238	88.15053107
239	87.95830096
240	87.79532767
241	87.76706678
242	87.61579372
243	87.50931733
244	87.37204761
245	87.22451476
246	87.13233862
247	86.98321753
248	86.84102831
249	86.75937639
250	86.63390174
251	86.60227628
252	86.5336584
253	86.34351132
254	86.25150456
255	86.17419384
256	86.03799092
257	85.92930647
258	85.90654563
259	85.86563447
260	85.76999423
261	85.63655777
262	85.59676863
263	85.27948538
264	85.06792591
265	85.00409204
266	84.96954951
267	84.75054726
268	84.70383269
269	84.66924261
270	84.48771149
271	84.465743
272	84.44931142
273	84.21053334
274	84.13359218
275	84.0028688
276	83.73304901
277	83.57762668
278	83.55470301
279	83.48440717
280	83.38919599
281	83.26884433
282	83.1974128
283	83.13972288
284	83.07647404
285	82.8031936
286	82.64568486
287	82.42411895
288	82.32587749
289	82.27090073
290	81.90174601
291	81.80500092
292	81.78787717
293	81.6163515
294	81.57622184
295	81.4411302
296	81.22667273
297	81.08152103
298	80.98629423
299	80.9682845
300	80.79731359
301	80.65855331
302	80.49414647
303	80.43523438
304	80.3742277
305	80.28547755
306	80.1407816
307	79.99666939
308	79.84796802
309	79.69922399
310	79.56333883
311	79.38473907
312	79.01200139
313	78.88694769
314	78.74101447
315	78.61858881
316	78.39722841
317	78.28526939
318	78.08780209
319	77.91957593
320	77.74393593
321	77.58801181
322	77.39111707
323	77.13129102
324	77.04123966
325	76.95789665
326	76.92981147
327	76.85914768
328	76.77288192
329	76.63563971
330	76.53014928
331	76.14522749
332	75.87932544
333	75.78779268
334	75.57487452
335	75.45494637
336	75.10571772
337	75.04976267
338	74.79684299
339	74.56633242
340	74.44168442
341	74.2476177
342	74.06204244
343	73.9815324
344	73.85867933
345	73.84803751
346	73.74066941
347	73.65469326
348	73.57468798
349	73.25460717
350	73.21203236
351	73.14699999
352	73.07939644
353	72.92418652
354	72.74264625
355	72.72858393
356	72.41387892
357	72.30433788
358	72.06738861
359	72.0416881
360	72.01167391
361	71.89977934
362	71.88927444
363	71.59572198
364	71.41044103
365	71.26126068
366	71.17460465
367	71.04738913
368	70.94063862
369	70.85181307
370	70.69213081
371	70.63737074
372	70.52995588
373	70.39034645
374	70.28682808
375	70.19783774
376	70.15666243
377	70.1466639
378	70.09744623
379	70.00586257
380	69.94900157
381	69.80810462
382	69.618373
383	69.60750281
384	69.48857785
385	69.34286854
386	69.15186139
387	69.05907281
388	68.9797328
389	68.76422563
390	68.57739663
391	68.5144682
392	68.49543689
393	68.33343773
394	68.32182085
395	68.31174693
396	68.16200138
397	67.99675222
398	67.95310661
399	67.83563564
400	67.8400	67.9401	67.7401	67.7402	67.67175804
403	67.5696432
404	67.49211724
405	67.32639459
406	67.26444142
407	67.23787795
408	67.02128279
409	66.90944794
410	66.76565955
411	66.69642611
412	66.69043024
413	66.65256191
414	66.43351609
415	66.23724099
416	66.22901279
417	65.98630384
418	65.87697944
419	65.74092686
420	65.56915165
421	65.34351394
422	65.24562526
423	65423	65.415424	65.0440625
425	64.85566446
426	64.426	65.09427	64.427	65.01428	64.47000964
429	64.35495296
430	64430	64.666431	63431	64.603432	63432	64.533433	63433	64.325434	63434	64.317435	63435	64.293436	63436	64.20437	63.437	64.06438	63.438	63.97439	63.439	63.82440	62.440	63.75441	62.441	63.70442	62.442	63.63072772
443	63.35382246
444	63.318037
445	63.30987657
446	63.29220228
447	63.18248545
448	63.13346228
449	63.04502442
450	62.89188813
451	62.67163478
452	62.60594579
453	62.49213881
454	62.43440172
455	62.32606844
456	62.16106943
457	61.93772493
458	61.71857373
459	61.54176373
460	61.40819881
461	61.17071288
462	60.90306118
463	60.76072426
464	60.6255898
465	60.47710542
466	60.38752269
467	60.27963785
468	60.24131346
469	60.22679841
470	60.19992389
471	60.18690656
472	59.93649693
473	59.78328582
474	59.73916722
475	59.69867335
476	59.69203034
477	59.67239452
478	59.55100965
479	59.47749559
480	59.40742818
481	59.22658887
482	59.19766609
483	59.19146594
484	59.13302953
485	59.09193099
486	58.89951798
487	58.74539758
488	58.62288266
489	58.56895159
490	58.45082501
491	58.44498436
492	58.33806627
493	58.22064115
494	58.09998091
495	57.99242114
496	57.88215664
497	57.81508666
498	57.80933645
499	57.61599954
500	57.48657608
501	57.35158263
502	57.12707003
503	57.09343948
504	57.02910779
505	56.97974385
506	56.80766732
507	56.71237448
508	56.67018749
509	56.60257199
510	56.58550367
511	56.54549082
512	56.5383294
513	56.46261443
514	56.38697347
515	56.15147611
516	56.14651963
517	56.0756073
518	55.99298185
519	55.86555392
520	55.85997383
521	55.71101299
522	55.53776623
523	55.4326917
524	55.42681334
525	55.36823713
526	55.28689722
527	55.1450712
528	55.08941722
529	55.05062239
530	54.90496784
531	54.81995714
532	54.6340227
533	54.48137448
534	54.37619144
535	54.15687128
536	54.0699777
537	53.85565288
538	53.7752649
539	53.75680807
540	53.66976224
541	53.6016989
542	53.41679454
543	53.41237911
544	53.38127717
545	53.32472492
546	53.23935763
547	53.02252193
548	52.90945925
549	52.85938667
550	52.80010001
551	52.62029272
552	52.45038011
553	52.31876596
554	52.17566624
555	52.00346624
556	51.91744568
557	51.86688685
558	51.80616578
559	51.73917336
560	51.64524994
561	51.56509057
562	51.45855421
563	51.39457564
564	51.35203526
565	51.29064235
566	51.20497728
567	50.94777392
568	50.93916011
569	50.90056077
570	50.76332513
571	50.75207045
572	50.6192777
573	50.49504869
574	50.4897043
575	50.32965325
576	50.31989472
577	50.20634497
578	50.09737138
579	49.93720808
580	49.84163553
581	49.76672373
582	49.57432725
583	49.52177078
584	49.5150952
585	49.40714247
586	49.24937961
587	49.08496149
588	49.07878723
589	49.05425432
590	49.02256985
591	49.01654381
592	48.92003803
593	48.76553922
594	48.71616727
595	48.58457783
596	48.54706024
597	48.49688518
598	48.45258328
599	48.3755578
600	48.23632162
601	48.23217871
602	48.18310057
603	48.09854989
604	48.06605844
605	48.04362068
606	48.00114228
607	47.97338484
608	47.75324947
609	47.63399867
610	47.57096288
611	47.44314053
612	47.4034858
613	47.2584119
614	47.20399016
615	47.15423291
616	47.00453417
617	46.93072632
618	46.85609459
619	46.84352754
620	46.77647691
621	46.61103499
622	46.46090503
623	46.45540729
624	46.35706704
625	46.24705505
626	46.19987526
627	46.10497487
628	45.96409237
629	45.87569016
630	45.79131628
631	45.75108287
632	45.68935384
633	45.68467942
634	45.61512963
635	45.551663
636	45.37204842
637	45.31213084
638	45.13508217
639	45.01412587
640	44.94570447
641	44.86933274
642	44.79526502
643	44.7760065
644	44.66172953
645	44.50519868
646	44.49359258
647	44.3384681
648	44.24111919
649	44.2086261
650	44.09098577
651	43.94654816
652	43.81621616
653	43.81073043
654	43.71728107
655	43.58877076
656	43.45451507
657	43.43665956
658	43.40361854
659	43.3758519
660	43.30980643
661	43.18646854
662	43.12638526
663	43.11998647
664	43.05932947
665	42.95892321
666	42.86990445
667	42.86492184
668	42.85455385
669	42.74974279
670	42.60036783
671	42.59741072
672	42.49972172
673	42.37717677
674	42.25406905
675	42.16861491
676	42.16532171
677	42.13452976
678	42.09566104
679	42.09247285
680681	39.823411681	41.98295715
682	41.84197164
683	41.75101124
684	41.70903118
685	41.66125904
686	41.52686314
687	41.47214662
688	41.30712067
689	41.23550139
690	41.08503847
691	41.08223743
692	41.02771324
69694	38.585271469695	38.5288432695	40.96859217369697	38.4030814697	40.78571362
698	40.70245168
69700	38.100846870701	38.05111457702	37.940318067703	37.904334857704	37.786208417705	37.70738406
706	37.63420957
707	37.59709434
708	37.52243974
709	37.46562331
710	37.38694748
711	37.34531643
712	37.27892554
713	37.18768977
714	37.1523869
715	37.10402261
716	37.0573696
717	37.03502688
718	36.91659405
719	36.88043495
720	36.82772118
721	36.75626716
722	36.67655818
723	36.63450336
724	36.62967416
725	36.61246828
726	36.51194325
727	36.47575101
728	36.40426302
729	36.31670662
730	36.24505637
731	36.158570473732	36.11646172
733	36.04553294
734	35.94745352
735	35.89318938
736	35.78918227
737	35.73634151
738	35.59129046
739	35.5143419
740	35.36767407
741	35.24024683
742	35.19333391
743	35.10771655
744	35.04406428
745	34.92166998
746	34.91762107
747	34.90750371
748	34.86513339
749	34.82107096
750	34.80323127
751	34.74666487
752	34.68727266
753	34.652948
754	34.52055311
755	34.45255141
756	34.32502769
757	34.28166294
758	34.18516677
759	34.14843999
760	34.07898676
761	34.05644739
762	34.01643148
763	33.96158376
764	33.9196648
765	33.85210925
766	33.76948183
767	33.6898053
768	33.56914086
769	33.46996426
770	33.45078916
771	33.40691764
772	33.34247248
773	33.31768852
774	33.2553138
775	33.16614394
776	33.09466528
777	33.06986389
778	32.95073732
779	32.89504688
780	32.85335609
781	32.80696164
782	32.69218159
783	32.638198417784	32.57850178
785	32.5558561
786	32.53820831
787	32.47784588
788	32.42763985
789	32.28986257
790	32.22413885
791	32.14519357
792	32.07974004
793	32.02110268
794	31.953802287795	31.8767708
796	31.82250861
797	31.72914969
798	31.67983989
799	31.639173527800	31.549349748801	31.4527841
802	31.41827942
803	31.28325691
804	31.20070662
805	31.16944663
806	31.08657067
807	30.99246944
808	30.91746835
809	30.84331071
810	30.76037162
811	30.7415025
812	30.64001615
813	30.59568435
814	30.53073212
815	30.49066375
816	30.45989019
817	30.42236498
818	30.36624255
819	30.32314466
820	30.31693272
821	30.28815308
822	30.25132383
823	30.19555454
824	30.15151586
825	30.08771196
826	30.04456644
827	30.01586795
828	29.93735152
829	29.89848844
830	29.86129939
831	29.76792591
832	29.73321038
833	29.69848401
834	29.6221368
835	29.56255332
836	29.559368
837	29.49742165
838	29.46525464
839	29.41914777
840	29.40286535
841	29.30787739
842	29.23397946
843	29.19334045
844	29.19010086
845	29.11663
846	29.09348644
847	29.06318276
848	29.04217928
849	28.99839764
850	28.87789613
851	28.82869073
852	28.78289988
853	28.74518705
854	28.69009713
855	28.60557868
856	28.52445183
857	28.47035198
858	28.38949152
859	28.30637654
860	28.28159581
861	28.21753713
862	28.15357428
863	28.11796558
864	28.02560053
865	27.9974401
866	27.96347436
867	27.92743723
868	27.84939444
869	27.82167471
870	27.80404588
871	27.7060211
872	27.68785137
873	27.630064
874	27.53430556
875	27.49182687
876	27.40689612
877	27.3169266
878	27.23348558
879	27.18081729
880	27.11343237
881	27.05220649
882	26.99172106
883	26.94364147
884	26.86657288
885	26.85316865
886	26.8088513
887	26.72286894
888	26.67376165
889	26.63629012
890	26.59506231
891	26.55159325
892	26.53458678
893	26.49075245
894	26.41992604
895	26.37539721
896	26.34128347
897	26.28230448
898	26.23124421
899	26.18456751
900	26.14949353
901	26.10375365
902	26.06820581
903	26.00489797
904	25.96849358
905	25.88115418
906	25.7974709
907	25.75173319
908	25.70019876
909	25.685827
910	25.61779988
911	25.57765766
912	25.55730961
913	25.53416541
914	25.49928532
915	25.4810192
916	25.41744713
917	25.3411795
918	25.31615516
919	25.27553218
920	25.20559985
921	25.15416127
922	25.11806335
923	25.09482604
924	25.04358119
925	25.01924	27.24993037
925	27.20495871
926	27.20224091
927	27.929	24.89928	27.18409748
929	27.13626354
930	27.06702544
931	27.00183095
932	26.97567098
933	26.93588496
934	26.88740668
935	26.80768063
936	26.77651044
937	26.74706365
938	26.71957818
939	26.69729632
940	26.65945808
941	26.62032262
942	26.5697289
943	26.54824553
944	26.47556415
945	26.4310063
946	26.37430461
947	26.33843689
948	26.33531632
949	26.2346195
950	26.18276989
951	26.15183412
952	26.11894038
953	26.04817697
954	26.03929504
955	26.00685805
956	25.93109331
957	25.90146752
958	25.8452243
959	25.80729594
960	25.76664786
961	25.67137206
962	25.66053793
963	25.65740245
964	25.60027186
965	25.55125851
966	25.50855842
967	25.42947337
968	25.40501687
969	25.35675766
970	25.32709977
971	25.2984723
972	25.28066535
973	25.2311358
974	25.16930109
975	25.12922978
976	25.10004137
977	25.07639318
978	25.05160301
979	25.04857276
980	25.01387688
981	24.99941638
982	24.96919108
983	24.87739231
984	24.81714361
985	24.78779782
986	24.72408627
987	24.69440887
988	24.65831252
989	24.62157026
990	24.59157026
991	24.57676548
992	24.53310063
993	24.4577999
994	24.44747891
995	24.40915642
996	24.36750687
997	24.33501895
998	24.30881191
999	24.26313966
