iter	Logloss
132	0.4706297916
133	0.4698054544
134	0.4693568146
135	0.4685506149
136	0.4675181711
137	0.4668285307
138	0.4658400274
139	0.4649769834
140	0.464505686
141	0.4637186493
142	0.46297553
143	0.4621209089
144	0.4611433231
145	0.4603334114
146	0.459623098
147	0.4587430751
148	0.4580382305
149	0.4571477188
150	0.4563189544
151	0.4555185763
152	0.4547028079
153	0.4540058585
154	0.4537088944
155	0.4528250852
156	0.4523827657
157	0.4516421755
158	0.4510579881
159	0.4504950463
160	0.4497776712
161	0.4493413284
162	0.4486043789
163	0.4480434421
164	0.4471274904
165	0.446388719
166	0.4455820089
167	0.4450602051
168	0.4444361512
169	0.443673466
170	0.4432620663
171	0.4427457053
172	0.4422972513
173	0.4417011699
174	0.4409516406
175	0.4404361998
176	0.4397635743
177	0.4391899514
178	0.4389325936
179	0.4380583146
180	0.4374699338
181	0.4366612024
182	0.4360125906
183	0.4353939428
184	0.4347427511
185	0.4341670115
186	0.4336352925
187	0.4331345649
188	0.4324679344
189	0.4318939386
190	0.4314268644
191	0.4307114711
192	0.4303891917
193	0.4296032842
194	0.4291722404
195	0.4287743179
196	0.4281709757
197	0.4279126425
198	0.4274212514
199	0.4265507807
200	0.4262098763
201	0.4255127756
202	0.4248711664
203	0.4242644866
204	0.4236472496
205	0.422947997
206	0.4222248173
207	0.4217443966
208	0.4211048621
209	0.4206817181
210	0.4202303296
211	0.419911449
212	0.4194845559
213	0.4190713904
214	0.4187321869
215	0.4182709895
216	0.4180770827
217	0.4175736239
218	0.4171292556
219	0.4167756805
220	0.4159459051
221	0.415533447
222	0.4152389834
223	0.4145926085
224	0.4139088676
225	0.4134802801
226	0.4131767088
227	0.4127287776
228	0.4122508481
229	0.4118075469
230	0.4113603757
231	0.4110123367
232	0.4102524706
233	0.4096292844
234	0.4092175507
235	0.4085885906
236	0.4081600397
237	0.4076117937
238	0.4071260261
239	0.4069931148
240	0.4067645605
241	0.4063197295
242	0.4057045683
243	0.4052245183
244	0.404612607
245	0.4040328812
246	0.4037161923
247	0.4034308348
248	0.403154302
249	0.4028478867
250	0.4024154075
251	0.4019267534
252	0.4013739718
253	0.4008937225
254	0.4003741967
255	0.4000383774
256	0.3996103174
257	0.3990445806
258	0.3987764951
259	0.3985491243
260	0.3980604389
261	0.3974589977
262	0.3969731761
263	0.3965145693
264	0.3961472029
265	0.3957071835
266	0.3951572274
267	0.3946544833
268	0.394269945
269	0.3938604362
270	0.3934426857
271	0.3928199601
272	0.3924344973
273	0.3920246089
274	0.3915443758
275	0.3912870209
276	0.3910154747
277	0.3904279951
278	0.3901190675
279	0.3897029605
280	0.3891958322
281	0.3888913044
282	0.3883817815
283	0.3877379184
284	0.3872951337
285	0.3869046175
286	0.3864730585
287	0.3860987896
288	0.3859323348
289	0.3854846142
290	0.3852197788
291	0.3848076544
292	0.3844285926
293	0.3840453349
294	0.3837845895
295	0.3833353761
296	0.3830714141
297	0.3828157931
298	0.3823027615
299	0.3819258101
300	0.3816827061
301	0.3815605089
302	0.3811777878
303	0.3808775434
304	0.3805929347
305	0.380246175
306	0.3799626507
307	0.3796830193
308	0.3793490103
309	0.3790863324
310	0.378972979
311	0.3786917867
312	0.378350928
313	0.3778514719
314	0.3775918407
315	0.3771641459
316	0.3767830758
317	0.3762640926
318	0.3759790385
319	0.3755360849
320	0.3752154556
321	0.3748864001
322	0.3747503152
323	0.3745383036
324	0.3740171888
325	0.3735040422
326	0.3730712628
327	0.3727218553
328	0.3724236153
329	0.3721022043
330	0.3717670522
331	0.3713034723
332	0.3711085968
333	0.3709281536
334	0.3706653755
335	0.3704094798
336	0.3700215249
337	0.3695311801
338	0.3690522261
339	0.3687322209
340	0.3684612378
341	0.3681485105
342	0.367621494
343	0.367310968
344	0.3670685253
345	0.3669810411
346	0.3666706008
347	0.3663782136
348	0.3658600328
349	0.3654378633
350	0.3651460837
351	0.3648098194
352	0.3646616068
353	0.3642323507
354	0.3640058496
355	0.363700244
356	0.3632385036
357	0.3626886159
358	0.3622646274
359	0.3619157068
360	0.3615386069
361	0.3610690755
362	0.3607028781
363	0.3606334616
364	0.3602333682
365	0.359929976
366	0.3595274756
367	0.3593001331
368	0.358931531
369	0.3585456127
370	0.3583105293
371	0.3578903567
372	0.3574853102
373	0.3571639686
374	0.3569633255
375	0.3567713734
376	0.3564480605
377	0.3561634871
378	0.3559108787
379	0.3556642359
380	0.3552223988
381	0.3550842306
382	0.354733042
383	0.3545066238
384	0.3541157809
385	0.3538745919
386	0.3537620904
387	0.3533856892
388	0.353225333
389	0.3528614276
390	0.3525055053
391	0.3519549335
392	0.3516626655
393	0.351301961
394	0.3511359109
395	0.3509383711
396	0.3506999892
397	0.3502701374
398	0.3501067644
399	0.3496397008
400	0.3493390014
401	0.3489661228
402	0.3486949024
403	0.3484469853
404	0.3482491048
405	0.3480492244
406	0.3476006356
407	0.3473444884
408	0.3470625461
409	0.3467538924
410	0.3462037651
411	0.3458974122
412	0.3455836244
413	0.3451851371
414	0.3449175578
415	0.3449070014
416	0.3447272176
417	0.3446031327
418	0.3443288587
419	0.3440620957
420	0.3436176977
421	0.3433356409
422	0.3430138367
423	0.3427035072
424	0.342467734
425	0.3422822389
426	0.3419880404
427	0.3416546344
428	0.3415315633
429	0.3413402004
430	0.3411571439
431	0.3407856951
432	0.3406272448
433	0.3404081624
434	0.3400606025
435	0.3397137305
436	0.3395106619
437	0.3392252698
438	0.338834714
439	0.3386940516
440	0.3383747193
441	0.3381071214
442	0.3378195458
443	0.3375707926
444	0.3372512018
445	0.3368004283
446	0.3364791774
447	0.3363113959
448	0.3361387477
449	0.335805641
450	0.3355313505
451	0.3352729479
452	0.3348482137
453	0.3347594699
454	0.3345006527
455	0.3341744536
456	0.3339510616
457	0.3336775986
458	0.3333551706
459	0.3331858232
460	0.3329323985
461	0.3326914908
462	0.3323442542
463	0.3320595319
464	0.3317998401
465	0.3315686805
466	0.3313548036
467	0.3310492413
468	0.3307390888
469	0.3304847097
470	0.330444339
471	0.330124578
472	0.3299611475
473	0.3296153692
474	0.329256459
475	0.3289653341
476	0.3287122497
477	0.3283240683
478	0.328136789
479	0.3277387006
480	0.3275296148
481	0.3272315673
482	0.3270484136
483	0.3268917807
484	0.3266334337
485	0.3263180252
486	0.3260902128
487	0.325819321
488	0.3254125963
489	0.3251720813
490	0.324928759
491	0.3244485165
492	0.324111283
493	0.3237728421
494	0.3235578498
495	0.3232759538
496	0.3230517782
497	0.3226691087
498	0.3223702738
499	0.3220092641
500	0.3217024039
501	0.3214775671
502	0.3211520559
503	0.3207281685
504	0.3204596224
505	0.3203419042
506	0.3200659084
507	0.3199790446
508	0.319675986
509	0.3193347439
510	0.3191768321
511	0.3189166395
512	0.318529889
513	0.3182865242
514	0.3179429006
515	0.3177881495
516	0.3176110636
517	0.3172847935
518	0.3169859393
519	0.3169463884
520	0.316701207
521	0.3163372047
522	0.3162173102
523	0.3161910105
524	0.3160494176
525	0.315780593
526	0.3156124724
527	0.3154478197
528	0.3152264654
529	0.3148355341
530	0.3146149198
531	0.3143551516
532	0.3139499931
533	0.3136368693
534	0.3134657596
535	0.3132168305
536	0.3130308775
537	0.3128213288
538	0.3126051295
539	0.3125054416
540	0.312136284
541	0.3119303181
542	0.3116767418
543	0.3114443828
544	0.3111776982
545	0.3111710934
546	0.3109104722
547	0.3104894254
548	0.3101205309
549	0.3099565953
550	0.3097332469
551	0.3094144844
552	0.309176217
553	0.3089990924
554	0.3086896471
555	0.3084557149
556	0.3082529962
557	0.3080404399
558	0.3076929278
559	0.3075623153
560	0.3073794475
561	0.3072204239
562	0.3069200844
563	0.3067413989
564	0.306414855
565	0.306118496
566	0.3058420204
567	0.305616133
568	0.3053506582
569	0.3050481667
570	0.30487576
571	0.3047273591
572	0.3044946572
573	0.3043086016
574	0.3039355722
575	0.3039169331
576	0.3037741072
577	0.303378768
578	0.3030512827
579	0.3028190124
580	0.3025350864
581	0.3023522872
582	0.3022080224
583	0.3018648894
584	0.3015797397
585	0.3013791984
586	0.3010209428
587	0.300846917
588	0.3004611356
589	0.3002401976
590	0.300056373
591	0.2998756896
592	0.2995374909
593	0.299277637
594	0.2989407211
595	0.2987746498
596	0.2986299756
597	0.2984463598
598	0.2981338154
599	0.2978855125
600	0.2976734044
601	0.2975099804
602	0.2973680307
603	0.2972658024
604	0.2970997084
605	0.2968408035
606	0.2964893055
607	0.2963631462
608	0.2962030277
609	0.2960320248
610	0.2957334858
611	0.2955579287
612	0.2952838527
613	0.2950627179
614	0.2948942767
615	0.2948111423
616	0.2946851254
617	0.2943747653
618	0.2942278721
619	0.2939257884
620	0.2937603433
621	0.2936388925
622	0.2933907736
623	0.2930989439
624	0.2929516221
625	0.2926760518
626	0.2924723019
627	0.2921012918
628	0.2917965732
629	0.2915962132
630	0.2915632131
631	0.2914787801
632	0.2912495869
633	0.2910847228
634	0.2908728312
635	0.2906826684
636	0.2905178321
637	0.2902810107
638	0.2900994148
639	0.289884129
640	0.2898687927
641	0.2897356941
642	0.2895320318
643	0.2893536195
644	0.2891618079
645	0.2889039775
646	0.2887828331
647	0.2886135551
648	0.2884370073
649	0.2882794084
650	0.2881129255
651	0.2879106111
652	0.2876224059
653	0.2873758672
654	0.2872315823
655	0.2870470046
656	0.2867951432
657	0.2866827778
658	0.2865721967
659	0.2863850532
660	0.2861745982
661	0.2860556717
662	0.2857599359
663	0.2856054402
664	0.2852659457
665	0.2850224216
666	0.2847670236
667	0.2844767
668	0.2842476565
669	0.2840606298
670	0.2839559228
671	0.2837424865
672	0.2836140988
673	0.2834931643
674	0.2833139268
675	0.2831431257
676	0.2829686442
677	0.2827104473
678	0.2825746231
679	0.2825211993
680	0.2823709469
681	0.2822848585
682	0.2820233172
683	0.2818009109
684	0.2816330812
685	0.2814358901
686	0.2811909582
687	0.2810009834
688	0.280768896
689	0.2806210773
690	0.2803442532
691	0.2803186826
692	0.2800877939
693	0.2797768764
694	0.2795594587
695	0.2793022776
696	0.2791031819
697	0.2789391962
698	0.2786680661
699	0.278478516
700	0.2782397567
701	0.2780819202
702	0.2779542613
703	0.2777749531
704	0.2776446111
705	0.2774999979
706	0.277316691
707	0.277147829
708	0.277021618
709	0.2765843158
710	0.2764242154
711	0.2761427909
712	0.2760062715
713	0.2759937125
714	0.2758310443
715	0.2757665062
716	0.275548416
717	0.2753256235
718	0.275028574
719	0.2747180616
720	0.2744771859
721	0.2742872458
722	0.274111838
723	0.2739664258
724	0.2737441669
725	0.2736091506
726	0.2733094974
727	0.2731597258
728	0.2728341401
729	0.2726073713
730	0.2724140014
731	0.2722594842
732	0.2721044091
733	0.2718057648
734	0.2716875551
735	0.2715148721
736	0.2713286545
737	0.2712084811
738	0.2710195062
739	0.2708895754
740	0.270619046
741	0.2703389809
742	0.2701631229
743	0.2698328985
744	0.2696898277
745	0.269510099
746	0.269314982
747	0.2690146444
748	0.2687757312
749	0.2686090365
750	0.2683460091
751	0.2681864315
752	0.2681691982
753	0.2679201851
754	0.2676815682
755	0.2676024911
756	0.2675326623
757	0.2672908615
758	0.2671105152
759	0.2668312572
760	0.2666283776
761	0.2665579774
762	0.2664171017
763	0.2663040335
764	0.2661939169
765	0.2660152206
766	0.2658838335
767	0.2657390331
768	0.2654084793
769	0.2652590989
770	0.2650797217
771	0.2646716663
772	0.2643768166
773	0.2642377924
774	0.2640746685
775	0.2639278455
776	0.2637215093
777	0.263641521
778	0.2634706879
779	0.2631792112
780	0.2630271742
781	0.2628756156
782	0.2626943337
783	0.2625500465
784	0.2622356423
785	0.262013381
786	0.2618139122
787	0.2615591079
788	0.2613861696
789	0.2611587727
790	0.2610187457
791	0.2609706176
792	0.2608751039
793	0.2607258635
794	0.260570807
795	0.2603474288
796	0.260181108
797	0.2600909379
798	0.2599099959
799	0.2597485923
800	0.2595050651
801	0.2592565963
802	0.259140547
803	0.2589487208
804	0.2587259136
805	0.2585345707
806	0.2583156635
807	0.2581168865
808	0.257995749
809	0.2578408386
810	0.2575698655
811	0.2572849549
812	0.2569303038
813	0.2567696317
814	0.256582296
815	0.2564223472
816	0.2562326363
817	0.2560509173
818	0.2558436513
819	0.2556279489
820	0.2554963835
821	0.2553595162
822	0.2551491284
823	0.2550834549
824	0.254903972
825	0.2547982364
826	0.2546647544
827	0.2544813357
828	0.2543098317
829	0.2542003343
830	0.2540257193
831	0.2537250777
832	0.2534688927
833	0.2532906447
834	0.2530477471
835	0.2529180895
836	0.2527435721
837	0.2525701905
838	0.2524009071
839	0.2522190983
840	0.25206385
841	0.2519264294
842	0.2517078316
843	0.2515980217
844	0.2514156855
845	0.2512275108
846	0.2510839978
847	0.2509232266
848	0.2506704778
849	0.2504637816
850	0.250255685
851	0.2500202239
852	0.249936186
853	0.2497532291
854	0.2495521963
855	0.2495206108
856	0.2493357658
857	0.2491889309
858	0.2491645003
859	0.2489886122
860	0.2489315217
861	0.2487192694
862	0.2485937656
863	0.2484230852
864	0.2483320452
865	0.2482376535
866	0.2479711952
867	0.247720137
868	0.2476252032
869	0.2474313558
870	0.247300562
871	0.2471757375
872	0.2470294314
873	0.2469483722
874	0.246829536
875	0.2465649492
876	0.2465231696
877	0.2462717638
878	0.2459631059
879	0.245790171
880	0.2455685941
881	0.2454741688
882	0.2453714864
883	0.2452955555
884	0.2449924209
885	0.2448093455
886	0.2445741352
887	0.2443831565
888	0.2441867281
889	0.2439655393
890	0.2437017662
891	0.2434827406
892	0.243075527
893	0.2429402102
894	0.2427157831
895	0.2426322004
896	0.2424959415
897	0.2422292279
898	0.2420156588
899	0.2418932876
900	0.2417176572
901	0.2415585688
902	0.2414603712
903	0.2412781333
904	0.2410819584
905	0.2410082088
906	0.240861297
907	0.2406373622
908	0.2404510531
909	0.2402817428
910	0.2400072269
911	0.2398184762
912	0.2396415827
913	0.2393815004
914	0.239113165
915	0.2388731396
916	0.2387223167
917	0.2385161934
918	0.238438869
919	0.2381846882
920	0.2379959536
921	0.237715914
922	0.2373671871
923	0.2372152285
924	0.2370608598
925	0.2368556886
926	0.2366882096
927	0.2365309289
928	0.236339583
929	0.2361558352
930	0.2360150409
931	0.2358814462
932	0.2357263916
933	0.2355547202
934	0.23536174
935	0.2352319663
936	0.2350563957
937	0.2348834087
938	0.2347080657
939	0.2344821537
940	0.2343075418
941	0.2340514104
942	0.2337388641
943	0.2335191332
944	0.2333237673
945	0.2331716814
946	0.2329496392
947	0.2327558188
948	0.2325937841
949	0.2323589776
950	0.2322509335
951	0.2321077859
952	0.2319263667
953	0.2316347762
954	0.2315591049
955	0.2314450972
956	0.2313360396
957	0.2310864918
958	0.2309449614
959	0.230746091
960	0.2305577515
961	0.2303376749
962	0.2301408562
963	0.2300444058
964	0.229874604
965	0.2298130453
966	0.2296679761
967	0.2295471484
968	0.2294065026
969	0.2292240812
970	0.2290923885
971	0.2289211036
972	0.2287231826
973	0.2285116267
974	0.228280535
975	0.2281428977
976	0.2280845673
977	0.2279257798
978	0.2277841167
979	0.2275876378
980	0.22744734
981	0.2272379356
982	0.2271145937
983	0.2270067062
984	0.2268217455
985	0.2266550342
986	0.2265898043
987	0.2264305284
988	0.2263408552
989	0.2262442668
990	0.2260263352
991	0.2257699959
992	0.2256890346
993	0.2254746442
994	0.2253085406
995	0.2250240601
996	0.2248207022
997	0.2246545866
998	0.2244599903
999	0.2242954348
